text|source|page|chunk_id
"prestations objet de l’enchère ; 
l) les pas des articles constituant l’enchère électronique  inversée. 
ART. 25. – Le maître d’ouvrage établit, pour chaque  enchère électronique inversée, un dossier comprenant : 
– l’avis de l’enchère électronique inversée ; 
– le règlement de l’enchère électronique inversée ; 
– l’exemplaire du cahier des prescriptions spéciales ; 
– le modèle de la déclaration sur l’honneur ; 
– le modèle de l’acte d’engagement.  
ART. 26. – Le règlement de l’enchère électronique inversée et l’exemplaire du cahier des prescriptions spéciales  sont signés, 
dans les conditions d’utilisation du portail des  marchés publics, par le maître d’ouvrage, avant le lancement  de cette procédure. 
Le règlement  de l’enchère électronique  inversée  mentionne notamment : 
a) les critères d’admissibilité des concurrents ; 
b) la spécification que le seul critère qui sera pris en  considération pour l’attribution du marché, après admission  des 
concurrents, est le prix le moins -disant ; 
c) la spécification que la monnaie utilisée dans le cadre  de l’enchère électronique inversée est le dirham marocain ; 
d) les délais et les formalités de participation pour la  première phase de l’enchère électronique prévus à l’article 33  du 
présent arrêté ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|10|c3c83fcafbbd445f8f926c43e0580a34
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1785 
 
 
e) la date et l’heure d’ouverture et de clôture de l’enchère objet de la deuxième phase prévue à l’article 36 du présent  arrêté ; 
f) la liste des pièces à fournir conformément  aux dispositions de l’article 27 ci-dessous ; 
g) le temps de prorogation de l’enchère qui ne doit pas  être inférieur à 2 minutes ; 
h) le nombre minimum des concurrents qui doivent s’inscrire pour participer à l’enchère électronique inversée ; 
i) le nombre minimum des concurrents admis à enchérir ; 
j) le nombre minimum des concurrents admis et qui  enchérissent ; 
k) les pas des articles constituant l’enchère ; 
l) la langue dans laquelle doivent être établies les pièces contenues dans les dossiers et offres présentées par les  concurrents 
enchérisseurs ; 
m) les échantillons et/ou les prototypes à produire, le  cas échéant. 
ART. 27. – Chaque concurrent est tenu de présenter,  électroniquement, un pli comprenant un dossier administratif  et un 
dossier technique. 
1 - Le dossier administratif comprend les pièces exigées  du concurrent au moment de la présentation de l’offre telles  que 
prévues aux dispositions de l’article 28 du décret précité  n° 2-22-431. 
2 - Le dossier technique comprend une note indiquant les moyens humains et techniques du concurrent et mentionnant,  le cas 
échéant, le lieu, la date, la nature et l’importance des  prestations qu’il a exécutées ou à l’exécution desquelles il a  participé, avec"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|11|6d7a9ebe141b44279860389dc7a54f10
"échéant, le lieu, la date, la nature et l’importance des  prestations qu’il a exécutées ou à l’exécution desquelles il a  participé, avec 
précision de la qualité de sa participation. 
ART. 28. – Tout concurrent peut demander, à travers le portail des marchés publics, au maître d’ouvrage des 
éclaircissements ou des renseignements sur l’enchère  électronique inversée, et ce, au plus tard trois jours avant la  date limite 
de remise des candidatures de l’enchère électronique inversée. 
Le maître d’ouvrage doit répondre à travers le portail  des marchés publics à toute demande d’éclaircissement ou de  
renseignements émanant d’un concurrent, et ce, au plus tard  un jour avant la date limite de remise des candidatures dans le cadre 
de l’enchère électronique inversée. 
Les éclaircissements ou renseignements fournis par le  maître d’ouvrage doivent être communiqués, simultanément,  au  
concurrent  demandeur    et  aux  autres  concurrents,  et  ce, au plus tard un  jour avant la date limite de remise des  candidatures 
dans le cadre de l’enchère électronique inversée. 
ART. 29. – Le maître d’ouvrage peut, à titre exceptionnel, introduire des modifications dans le dossier de l’enchère électronique 
inversée, sans en changer l’objet. Ces modifications sont communiquées,  à travers le portail des marchés publics, à l’ensemble des 
concurrents ayant téléchargé ledit dossier et sont, en même temps, introduites dans le dossier mis à la  disposition des autres"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|11|4c802c37a0e8431ab16a39a7b6364cbe
"concurrents ayant téléchargé ledit dossier et sont, en même temps, introduites dans le dossier mis à la  disposition des autres 
concurrents au niveau du portail des  marchés publics."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|11|f33c988bcca34430886cd8296f45ab75
"1786 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
Les modifications apportées au dossier de l’enchère électronique inversée peuvent intervenir à tout moment à l’intérieur du 
délai initial de publicité de l’avis et au plus tard  trois jours avant la date limite de remise des candidatures. 
ART. 30. – Les plis des concurrents sont déposés par  voie électronique selon les conditions d’utilisation du portail  des 
marchés publics et celles prévues aux articles 12 et 13 du  présent arrêté. 
Tout pli déposé peut être retiré antérieurement à la date  limite de remise des candidatures. 
Les concurrents ayant retiré leurs plis peuvent présenter  de nouveaux plis dans les conditions régissant le dépôt des  plis 
initiaux. 
ART. 31. – La commission de l’enchère électronique  inversée est composée conformément  aux dispositions de l’article 38 
du décret précité n° 2-22-431. 
ART. 32. – L’enchère électronique inversée se déroule en trois phases : 
– la première phase consiste à examiner et arrêter la liste  des concurrents  admis à enchérir ;  
– la deuxième phase permet aux concurrents d’enchérir  par voie électronique de manière instantanée et au fur  et à mesure du 
déroulement de l’enchère électronique  inversée et de réviser les prix qu’ils proposent à la baisse ; 
– la troisième phase se rapporte à l’attribution du marché  et à l’établissement  du procès-verbal de l’enchère électronique 
inversée."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|12|348f38732dae43769512b39b6e672329
"– la troisième phase se rapporte à l’attribution du marché  et à l’établissement  du procès-verbal de l’enchère électronique 
inversée. 
ART. 33. – Lors de la première phase, la commission de  l’enchère électronique inversée se réunit au jour et à l’heure  prévus 
par l’avis de l’enchère électronique inversée et examine le contenu des plis des concurrents.  
En cas d’absence d’un ou de plusieurs membres dont la présence est obligatoire, le président reporte la séance 
d’ouverture des plis de  quarante-huit heures. 
En cas d’absence d’un ou de plusieurs membres dont la présence est obligatoire, lors de la nouvelle séance, cette  séance 
se tient valablement. 
En cas  de difficultés  techniques  imputées  à l’indisponibilité  du portail  des marchés publics ou de 
dysfonctionnements  empêchant l’ouverture et l’évaluation des offres déposées par voie électronique à la date et à l’heure  fixées 
pour l’ouverture des plis, le président de la commission de consultation reporte la séance d’ouverture des plis selon les mêmes 
modalités prévues à l’article 17 du présent arrêté. 
ART. 34. – La commission examine les pièces du dossier administratif et du dossier technique visés à l’article 27 du  présent 
arrêté et écarte: 
a) les concurrents qui n’ont pas présenté les pièces exigées ou ont produit des pièces non conformes  ; 
b) les concurrents dont les capacités juridiques et techniques sont jugées insuffisantes  eu égard aux critères figurant au"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|12|fe32c23d572a43038482cb2eb2263f5b
"b) les concurrents dont les capacités juridiques et techniques sont jugées insuffisantes  eu égard aux critères figurant au 
règlement de l’enchère électronique inversée ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|12|4f05d3ac590444689586d7f0674ecf05
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1787 
 
 
c) les concurrents qui sont représentés par la même personne dans un même marché, qu’il s’agisse d’un marché  unique ou 
d’un même lot dans un marché alloti. 
La commission arrête, ensuite, la liste des concurrents  admis à participer à l’enchère électronique inversée. 
La commission dresse séance tenante un procès -verbal de la réunion relative à la séance d’admission.  
ART. 35. – Au terme de la première phase, le maître  d’ouvrage invite, à travers le  portail  des  marchés  publics,  les 
concurrents admis à participer à l’enchère électronique  inversée, en leur fournissant toutes les informations nécessaires à cette fin. 
Cette invitation est envoyée deux jours, au moins, avant  la date fixée pour la deuxième phase de l’enchère électronique 
inversée. 
En cas de report de la date de la séance d’admission tel  que prévu à l’article 33 du présent arrêté, la date initialement  prévue 
pour la tenue de la séance de l’enchère est décalée,  lorsque le maître d’ouvrage constate que le délai prévu au  deuxième alinéa du 
présent article n’est pas respecté. 
Le maître d’ouvrage avise, à travers le portail des marchés publics, chaque concurrent éliminé, en lui indiquant  les motifs de 
son élimination. 
ART. 36. – Lors de la deuxième phase de l’enchère  électronique inversée, le portail des marchés publics garantit :"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|13|4d55a0f7c65b4e0aa7b06ea2c063045a
"son élimination. 
ART. 36. – Lors de la deuxième phase de l’enchère  électronique inversée, le portail des marchés publics garantit : 
– que l’anonymat du concurrent enchérisseur soit préservé vis-à-vis des autres concurrents enchérisseurs  ; 
– que le nombre des concurrents enchérisseurs soit affiché ; 
– que les concurrents enchérisseurs soient informés instantanément  du classement de leurs offres par rapport à la dernière 
offre moins-disante reçue ; 
– qu’aucune communication ne soit échangée entre le  maître d’ouvrage et les concurrents enchérisseurs ou  entre les 
concurrents enchérisseurs ;  
– que les concurrents enchérisseurs peuvent enchérir par  voie électronique de manière instantanée et au fur et à mesure du 
déroulement de l’enchère électronique inversée et de réviser les prix qu’ils proposent à la baisse ; 
– que les offres des concurrents soient classées par ordre  croissant. 
Les membres de la commission de l’enchère électronique inversée assistent au déroulement de cette deuxième phase. 
En cas de difficultés  techniques  dues à la non- disponibilité du portail des marchés publics compromettant  le 
déroulement de l’enchère électronique inversée, l’enchère  est suspendue, conformément aux conditions d’utilisation du  portail des 
marchés publics, pour une période de quarante- huit heures."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|13|adf9f0138f7845aea7e464b293c5f06a
"1788 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
Dès rétablissement du portail, le président informe, à  travers le portail des marchés publics, les concurrents et les  membres 
de la commission du lieu, de la date et de l’heure  prévus pour la reprise de l’enchère électronique inversée. 
En cas de persistance de cette défaillance technique, il est fait application, autant de fois qu’il est nécessaire, des  
dispositions des alinéas 4 et 5 ci-dessus. 
Dans tous les cas, la commission de l’enchère est tenue  de ne révéler l’identité d’aucun concurrent  enchérisseur. 
ART. 37. – L’enchère électronique inversée est  automatiquement close à la date et à l’heure de clôture fixées  par l’avis 
de l’enchère électronique inversée et après écoulement du temps de prorogation par rapport à la dernière offre reçue. 
ART. 38. – A la fin de la phase de l’enchère électronique inversée, la commission de l’enchère électronique inversée  invite, à 
travers le portail des marchés publics, le concurrent  ayant présenté l’offre la moins-disante à fournir : 
– l’acte d’engagement ; 
– le bordereau des prix -détail estimatif, transmis par la  commission de l’enchère électronique inversée ; 
– les pièces exigées du concurrent auquel il est envisagé  d’attribuer le marché, au titre du complément du dossier administratif 
prévues aux dispositions de l’article 28 du décret précité n° 2-22-431 ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|14|0fb68b29e2d84b468e63ef03155c20c8
"prévues aux dispositions de l’article 28 du décret précité n° 2-22-431 ; 
– les échantillons et/ou les prototypes lorsque le règlement de l’enchère électronique inversée le prévoit. 
La commission invite, également, le concurrent concerné à régulariser les discordances constatées entre les diverses  pièces de 
son dossier administratif, le cas échéant. 
Conformément aux conditions d’utilisation du portail  des marchés publics, chacune des pièces constituant la réponse du 
concurrent, est insérée, individuellement, dans l’enveloppe  électronique le concernant. Chacune de ces pièces est signée  
électroniquement et individuellement, par le concurrent ou la  personne dûment habilitée à le représenter, à l’exception des  pièces 
dématérialisées.  
Après vérification des pièces produites, par le concurrent ayant présenté l’offre la moins-disante, la commission de l’enchère 
électronique inversée lui attribue le marché dans les conditions prévues aux dispositions des paragraphes 7 à 11 du II), à 
l’exception des dispositions du dernier alinéa du  paragraphe 8, de l’article 43 du décret précité n° 2-22-431. 
La commission de l’enchère électronique inversée dresse séance tenante le procès-verbal de chacune de ses réunions. 
ART. 39. – La commission déclare l’enchère électronique inversée infructueuse dans l’un des cas suivants :  
– si le nombre minimum des concurrents qui doivent  s’inscrire pour participer à l’enchère électronique inversée est inférieur"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|14|563e91da3a1a4c3d98902281e6b19d8c
"– si le nombre minimum des concurrents qui doivent  s’inscrire pour participer à l’enchère électronique inversée est inférieur 
au nombre fixé par le règlement  de l’enchère électronique inversée ; 
– si le nombre minimum des concurrents admis à enchérir est inférieur au nombre fixé par le règlement de l’enchère électronique 
inversée ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|14|65f39d06002d4334a714923182c0c205
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1789 
 
 
– si le nombre  minimum  des  concurrents  admis  et  qui enchérissent est inférieur au nombre fixé par le  règlement de 
l’enchère électronique inversée ; 
– si aucun concurrent n’a été retenu à l’issue de l’examen des échantillons et/ou  prototypes ; 
– si aucune des offres n’est jugée acceptable au regard  des conditions et des critères fixés par le règlement de  l’enchère 
électronique inversée. 
ART. 40. – L’annulation de la procédure de l’enchère  électronique inversée s’effectue conformément aux dispositions de 
l’article 48 du décret précité n° 2-22-431. 
ART. 41. – Un extrait du procès-verbal de la commission de l’enchère électronique inversée est publié sur le portail des  
marchés publics dans les conditions prévues aux dispositions  de 46 du décret précité n° 2-22-431. 
ART. 42. – A l’issue de l’enchère électronique inversée,  le marché est conclu sur la base d’un dossier sous format  
électronique comprenant : 
– l’acte d’engagement ; 
– le bordereau des prix-détail estimatif ; 
– le projet de marché signé par les deux parties ; 
– le rapport de présentation du marché établi par le maître d’ouvrage conformément au modèle prévu par l’arrêté  du ministre 
chargé des finances pris pour application de l’article 153 du décret précité n° 2-22-431 ; 
– le ou les procès-verbaux de chaque réunion de la commission de l’enchère électronique inversée."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|15|5679eab01d6b4ca883a40a5d53f6031c
"– le ou les procès-verbaux de chaque réunion de la commission de l’enchère électronique inversée. 
Les marchés conclus à l’issue de l’enchère électronique  inversée sont approuvés conformément aux dispositions des  articles 
142 et 143 du décret précité n° 2-22-431. 
Chapitre VIII 
Conditions et modalités de l’achat sur des bons de commande par voie électronique 
ART. 43. – Conformément aux dispositions de l’article 91 du décret précité n° 2 -22-431, le maître d’ouvrage est tenu de  publier 
un avis d’achat sur bon de commande sur le portail  des marchés publics pour une durée qui ne peut être inférieure à quarante-huit 
heure. 
Cet avis doit être conforme au modèle prévu par l’arrêté du ministre chargé des finances pris pour application de l’article 153 
du décret précité n° 2-22-431. 
Toutefois, lorsque la concurrence n’est pas possible ou  qu’elle est incompatible avec la nature de la prestation, le  maître 
d’ouvrage ou la personne habilitée n’est pas tenu de  publier l’avis d’achat sur bon de commande. 
Dans ce cas, le maître d’ouvrage ou la personne habilitée établit un certificat administratif justifiant cette impossibilité  ou cette 
incompatibilité,  due notamment à l’urgence, aux besoins de sécurité  publique ou à la survenance  d’un événement indépendant 
de la volonté du maître d’ouvrage ou de la personne habilitée ou lorsqu’il s’agit d’objets dont la fabrication est exclusivement 
réservée à des porteurs de  brevets d’invention."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|15|284cb44f538a42c8b9e09ae126d77d53
"1790 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
Le maître d’ouvrage peut, le cas échéant, joindre à l’avis d’achat tout document qu’il juge utile pour mieux préciser la  
consistance des besoins à satisfaire. 
ART. 44. – Les concurrents renseignent les prix unitaires pour chaque article. 
Les concurrents génèrent les devis selon les conditions  d’utilisation du  portail des marchés publics. 
Les devis générés sont signés électroniquement par les  concurrents et déposés dans le portail des marchés publics.  Ces devis 
sont enregistrés par le portail des marchés publics  dans le registre  dédié aux bons de commande. 
Les devis mentionnent la dénomination ou l’identité du  concurrent et son adresse, le numéro d’inscription à la taxe  
professionnelle,  le relevé d’identité bancaire et, le cas échéant, le numéro d’affiliation à la caisse nationale de sécurité sociale  ou 
tout autre régime particulier de prévoyance sociale. 
ART. 45. – Le maître d’ouvrage procède à l’examen des  devis reçus, qui sont classés, selon les conditions d’utilisation  du 
portail des marchés publics, par ordre croissant, en fonction de leur montant. 
Conformément aux dispositions de l’article 91 du décret  susvisé n° 2 -22-431, le maître d’ouvrage attribue le bon de  
commande au concurrent ayant présenté l’offre la moins- disante. 
Le maître d’ouvrage invite, à travers le portail des marchés publics, le concurrent ayant présenté l’offre la moins - disante à"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|16|80de9466be0141c8a46bc28ad450cb35
"Le maître d’ouvrage invite, à travers le portail des marchés publics, le concurrent ayant présenté l’offre la moins - disante à 
confirmer, par un courrier signé électroniquement,  son offre dans un délai de vingt-quatre heures. 
Lorsque ledit concurrent ne confirme pas  son  offre  dans le délai précité, le maître d’ouvrage invite, dans les mêmes 
formes, le concurrent dont l’offre est classée suivante  à confirmer son offre. 
Lorsque le bon de commande n’est pas attribué à l’issue de l’invitation adressée, dans les mêmes formes, au concurrent dont 
l’offre est classée cinquième, le maître d’ouvrage met fin à la procédure d’achat sur bons de commande par voie  électronique. 
Le maître d’ouvrage publie un avis relatif aux résultats  de l’examen des devis sur le portail des marchés publics. 
Cet avis précise l’objet du bon de commande, le nombre des concurrents qui ont déposé des devis ainsi que l’attributaire du bon 
de commande et le montant de son offre. 
Chapitre IX 
Conditions et modalités de dématérialisation du nantissement des marchés publics 
ART. 46. – Conformément aux dispositions de la loi  susvisée n° 112 -13, le titulaire du marché peut procéder au  
nantissement dudit marché. 
Le nantissement du marché public s’effectue par voie  électronique selon les conditions d’utilisation du portail des  marchés 
publics."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|16|fe6974d8031e41ee92842c7feac9c693
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1791 
 
 
A cet effet, le portail des marchés publics permet : 
a) au maître d’ouvrage : 
– de remettre au titulaire une copie du marché portant la mention « exemplaire unique » dûment signée et  indiquant que 
ladite copie est délivrée en unique exemplaire destiné à former titre pour le nantissement  du marché ; 
– de délivrer au titulaire du marché ainsi qu’au bénéficiaire du nantissement ou de la subrogation, un état sommaire des travaux, 
des fournitures ou des services effectués ; 
– de délivrer au titulaire du marché ainsi qu’au bénéficiaire du nantissement ou de la subrogation, une attestation  des droits 
constatés au profit dudit titulaire ; 
– de délivrer au titulaire du marché ainsi qu’au bénéficiaire du nantissement ou de la subrogation, un état des avances consenties 
et des acomptes mis en paiement au titre du marché nanti ; 
– d’informer le bénéficiaire du nantissement de tout acte  ou incident susceptible de compromettre la réalisation  du marché 
nanti à son profit. 
b) au bénéficiaire du nantissement : 
– de transmettre au comptable assignataire ou à la personne chargée du paiement, désigné dans le marché,  l’exemplaire unique 
du marché et l’original de l’acte de  nantissement ; 
– de communiquer au maître d’ouvrage concerné une  copie de l’acte de nantissement ; 
– de notifier au comptable assignataire ou à la personne  chargée du paiement et au maître d’ouvrage une copie  de la"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|17|5b2b50a2a3d34e99b98ea56a49452176
"– de notifier au comptable assignataire ou à la personne  chargée du paiement et au maître d’ouvrage une copie  de la 
convention de subrogation ; 
– de transmettre au comptable assignataire ou à la personne chargée du paiement, tout avenant relatif aux  modifications 
affectant les conditions de règlement du  marché nanti. 
c) au titulaire du marché : 
– de demander au maître d’ouvrage de lui communiquer  une copie du marché portant la mention « exemplaire  unique » ; 
– de demander au maître d’ouvrage de lui communiquer  un état sommaire des travaux, fournitures ou services  effectués, une 
attestation  des  droits  constatés  et/ou  un état des avances consenties et des acomptes mis en  paiement au titre  du marché  
nanti. 
d) au comptable assignataire ou la personne chargée du  paiement : 
– d’accuser réception de l’exemplaire unique du marché  et de l’original de l’acte de nantissement ; 
– de prendre en charge le nantissement du marché ; 
– de formuler ses réserves ou indiquer ses motifs de rejet  de l’acte de nantissement ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|17|144003aeedf54d20ada60e54bd388fa8
"1792 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
– de communiquer au titulaire du marché et au bénéficiaire du nantissement, le cas échéant, un état indiquant toutes oppositions 
qui lui auront été notifiées au titre du marché ; 
– de notifier au maître d’ouvrage et au bénéficiaire du  nantissement, toute modification dans la désignation du comptable 
assignataire ou de la personne chargée du paiement ; 
– d’informer le bénéficiaire du nantissement que le marché objet du nantissement est définitivement soldé ou qu’il  a fait l’objet 
de résiliation. 
ART. 47. – La signature électronique des actes relatifs au nantissement s’effectue au moyen d’un certificat de signature  
électronique selon les modalités visées à l’article 6 du présent  arrêté. 
ART. 48. – La transmission et la réception des documents relatifs au nantissement  du marché visés à l’article 46 ci-dessus 
s’effectuent après leur signature électronique selon  les modalités visées à  l’article 6 du présent arrêté.  
La transmission et la réception précitées font l’objet d’un horodatage automatique au niveau du portail des marchés  publics, 
mentionnant la date et l’heure de transmission et de  réception par voie électronique des documents susvisés. 
Chapitre X 
Conditions et modalités de l’interopérabilité avec les systèmes tiers 
ART. 49. – Les informations se rapportant à certaines  pièces des dossiers des concurrents issues des systèmes tiers  peuvent"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|18|ebee0c7afd98450bbf7299414290643e
"ART. 49. – Les informations se rapportant à certaines  pièces des dossiers des concurrents issues des systèmes tiers  peuvent 
être consultées, sur le portail des marchés publics, par la commission de consultation selon les conditions et  modalités prévues 
par le présent chapitre.  
Les informations comprennent les données numériques,  structurées ou non, collectées à partir des systèmes tiers. 
Les pièces comprennent les certificats, les attestations,  les fichiers, les images ou tout autre contenu textuel ou visuel  
provenant des systèmes tiers. 
ART. 50. – Le portail des marchés publics permet: 
a) à la commission de consultation : 
– de consulter sous format électronique les données et les  documents provenant des systèmes tiers ;  
– de vérifier les informations d’ordre juridique, technique, social et financier des concurrents ;  
–  de télécharger,  le cas échéant,  les attestations  d’ordre administratif, technique,  social  et  financier  des concurrents 
notamment, l’attestation fiscale,  l’attestation de sécurité et de prévoyance sociale, le  registre de commerce. 
b) aux propriétaires des systèmes tiers : 
–  d’alimenter  le portail  des marchés  publics  en informations et/ou en pièces provenant des systèmes  précités ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|18|85db7c59ff2b45d79e099e364760c15a
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1793 
 
 
– de traiter tout document ou donnée ayant un lien avec  la passation des marchés publics et ce, dans le cadre de  conventions 
conclues à cet effet. 
c) aux acteurs du portail des marchés publics : 
– de consulter et d’utiliser les données et les documents  provenant des systèmes tiers sous format électronique. 
ART. 51. – Le portail des marchés publics assure la  confidentialité des données et des documents provenant des  systèmes 
tiers, en limitant l’accès à ces informations aux personnes autorisées à cet effet, et ce dans le strict respect des dispositions 
législatives et réglementaires  en vigueur. 
Tout intervenant dans le portail des marchés publics est  tenu de veiller à ce que les données et documents provenant  des 
systèmes tiers soient utilisés exclusivement dans le cadre  des marchés publics. 
ART. 52. – Le gestionnaire du portail des marchés publics visé à l’article 7 du présent arrêté, assure l’interopérabilité  du 
portail avec les systèmes tiers sur la base des conventions  conclues avec les parties concernées, assorties des protocoles  
d’échanges. 
En cas de difficultés liées à l’interopérabilité du portail des marchés publics avec les systèmes tiers, les parties concernées  
s’engagent à collaborer pour identifier les problèmes, échanger les informations nécessaires et mettre en œuvre les solutions  
appropriées dans les meilleurs délais. 
Chapitre XI"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|19|7998a63e2bff45919fd621f9deb2279b
"appropriées dans les meilleurs délais. 
Chapitre XI 
Conditions et modalités de dématérialisation des documents et pièces 
ART. 53. – En application des dispositions de l’article 141 du décret précité n° 2 -22-431, l’établissement, la conservation  et la 
transmission des documents et pièces prévus par le même décret sont effectués sous format électronique.  
Sont également établis, conservés et transmis, sous format électronique, les autres documents et pièces de dépenses en 
relation avec les marchés publics. 
A cet effet, le portail des marchés publics permet au  maître d’ouvrage de créer un espace dédié au stockage desdits documents 
et pièces déposés par le concurrent retenu à l’issue de la phase dématérialisée de passation.  
ART. 54. – Le portail des marchés publics permet également au maître d’ouvrage de gérer l’ensemble des documents et 
pièces afférents aux dossiers des dépenses relatives aux marchés publics en vue de leur exploitation au  niveau des systèmes 
d’information dédiés à l’exécution desdites dépenses. 
ART. 55. – L’espace de stockage prévu à l’article 53  ci-dessus peut être consulté selon les conditions d’utilisation  du portail 
des marchés publics. 
ART. 56. – Les documents et les pièces échangés sont  signés électroniquement par les parties concernées, à travers  le portail 
des marchés publics. 
La signature électronique des documents, le cas échéant, s’effectue au moyen d’un certificat de signature électronique  selon"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|19|84b1dc89778240f38975a10623f1fa6e
"des marchés publics. 
La signature électronique des documents, le cas échéant, s’effectue au moyen d’un certificat de signature électronique  selon 
les modalités visées  à l’article 6 du présent arrêté."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|19|e642d2869b6b4112b6c6d4c5fbdbb419
"1794 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
ART. 57. – L’échange des documents et pièces effectués, via le portail des marchés publics, font l’objet d’un horodatage 
automatique au niveau dudit portail, mentionnant la date et  l’heure de l’échange électronique. 
ART. 58. – Conformément  aux conditions d’utilisation du portail des marchés publics, le maître d’ouvrage, qui dispose  d’un 
système d’informations couvrant l’échange avec le portail des marchés publics, exploite les documents et pièces déposés, sous 
format électronique, par le concurrent retenu à l’issue de  la phase dématérialisée  de passation. 
Chapitre XII 
Dispositions diverses, transitoires et finales 
ART. 59. – L’administration  de la défense nationale ainsi que les établissements publics soumis à la tutelle de l’autorité  
gouvernementale chargée de l’administration de la défense  nationale ne sont pas tenus d’appliquer les dispositions du  présent 
arrêté. 
ART. 60. – Le présent arrêté entre en vigueur le premier  septembre 2023, sous réserve de ce qui suit : 
a) les dispositions relatives à la dématérialisation des  prestations architecturales, entrent en vigueur à compter du  premier 
juillet 2024, sous réserve des dispositions de l’article  19 du présent arrêté ; 
b) les dispositions relatives à la dématérialisation du  cautionnement définitif, de la retenue de garantie ou des cautions"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|20|e60b0f6a61a14a4483dcc9ba991620af
"b) les dispositions relatives à la dématérialisation du  cautionnement définitif, de la retenue de garantie ou des cautions 
personnelles et solidaires qui les remplacent et de la  caution garantissant le remboursement de l’avance consentie  par le maître 
d’ouvrage entrent en vigueur à compter du premier juillet 2024 ; 
c) les  dispositions  relatives  à  la  dématérialisation  des documents et pièces entrent en vigueur à compter du  premier 
juillet 2024 ; 
d) les dispositions relatives à la dématérialisation du  nantissement des marchés publics entrent en vigueur à compter du 
premier septembre 2024 ; 
e) les dispositions relatives à la mise en œuvre de l’interopérabilité avec les systèmes tiers entrent en vigueur à  compter du 
premier jour du troisième mois suivant la date de  signature des conventions visées à l’article 50 du présent arrêté. 
ART. 61. – Sont abrogées à compter du premier septembre 2023 les dispositions de l’arrêté n° 1982 -21 du 9 joumada I 1443  (14 
décembre 2021) relatif à la dématérialisation des procédures de passation des marchés publics et des garanties pécuniaires. 
Rabat, le 4 hija 1444 (23 juin 2023). 
FOUZI LEKJAA."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|20|001d1421cf9f422a83f4f1def0499eb3
